row_index,organization_original,standardized_org,similarity_score
2616,STUDEBAKER BRACKETT PC,Studebaker & Brackett PC,100.0
2618,"Sterne, Kessler, Goldstein & Fox, P.L.L.C.","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
2625,Mintz Levin,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
2627,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
2628,"Dykema Gossett, PLLC",Dykema Gossett PLLC,100.0
2642,DLA Piper LLP,DLA Piper LLP (US),100.0
2650,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
2655,Schwegman Lundberg & Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
2659,"Schwegman, Lundberg Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
2687,Hayes Soloway PC,HAYES SOLOWAY P.C.,100.0
2691,"Leydig, Voit & Mayer","Leydig, Voit & Mayer, Ltd.",100.0
2697,"Lorenz & Kopf, LLP",Lorenz & Kopf LLP,100.0
2701,"DLA Piper, LLP (US)",DLA Piper LLP (US),100.0
2705,"McAndrews, Held & Malloy, Ltd","McAndrews, Held & Malloy, Ltd.",100.0
2715,"Barclay Damon, LLP",Barclay Damon LLP,100.0
2722,Thompson Hine,Thompson Hine LLP,100.0
2724,Birch Stewart Kolasch and Birch LLP,"Birch, Stewart, Kolasch & Birch, LLP",100.0
2731,"Lucas & Mercanti, LLP","LUCAS & MERCANTI, LLP",100.0
2742,Arent Fox LLP,ArentFox Schiff LLP,100.0
2755,Brooks Kushman PC,Brooks Kushman P.C.,100.0
2756,"Goodwin Procter, LLP",Goodwin Procter LLP,100.0
2760,"Birch Stewart Kolasch & Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
2763,"Baker Botts, LLP",Baker Botts L.L.P.,100.0
2766,Wilson Sonsini Goodrich & Rosati P.C.,Wilson Sonsini Goodrich & Rosati,100.0
2778,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
2786,Fletcher Yoder,"Fletcher Yoder, P.C.",100.0
2791,Pepper Hamilton LLC,Troutman Pepper Hamilton Sanders LLP,100.0
2796,Perkins Coie,Perkins Coie LLP,100.0
2801,Nath Golberg and Meyer,"Nath, Goldberg & Meyer",97.29729729729729
2811,"Crowell & Moring, LLP",Crowell & Moring LLP,100.0
2814,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
2835,Branch Partners,Branch Partners PLLC,100.0
2843,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
2844,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
2855,"Clark Hill, PLC",Clark Hill PLC,100.0
2857,"Wolf, Greenfield and Sacks, P. C.","Wolf, Greenfield & Sacks, P.C.",100.0
2864,"Calfee, Halter, and Griswold LLP","Calfee, Halter & Griswold LLP",100.0
2866,K&L Gates,K&L Gates LLP,100.0
2871,"Schwabe, Williamson & Wyatt","Schwabe, Williamson & Wyatt, P.C.",100.0
2873,Kilpatrick Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
2883,Sheridan Ross PC,Sheridan Ross P.C.,100.0
2896,Schwabe Williamson & Wyatt,"Schwabe, Williamson & Wyatt, P.C.",100.0
2898,"Schmeiser, Olsen & Watts, LLP","Schmeiser, Olsen & Watts LLP",100.0
2917,"Wood Herron and Evans, LLP",Wood Herron & Evans LLP,100.0
2922,"Pillsbury Winthrop Shaw Pittman, LLP",Pillsbury Winthrop Shaw Pittman LLP,100.0
2926,"Lucas & Mercanti, LLP","LUCAS & MERCANTI, LLP",100.0
2927,"Bradley Arant Boult Cummings, LLP",Bradley Arant Boult Cummings LLP,100.0
2930,"Bozicevic, Field, & Francis LLP","Bozicevic, Field & Francis LLP",100.0
2932,Schwegman Lundberg Woessner P.A.,"Schwegman Lundberg & Woessner, P.A.",100.0
2935,Haynes and Boone,"Haynes and Boone, LLP",100.0
2950,"Sterne, Kessler, Goldstein & Fox","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
2975,Foley Hoag,Foley Hoag LLP,100.0
2976,Fish and Richardson,Fish & Richardson P.C.,100.0
2984,Cozen o'Connor,Cozen O'Connor,100.0
2988,Thompson Hine Drive,Thompson Hine LLP,100.0
2999,K & L Gates LLP,K&L Gates LLP,100.0
3002,"Andrews Kurth, L.L.P.",Hunton Andrews Kurth LLP,100.0
3010,Myers Bigel Sibley & Sajovec P.A.,"Myers Bigel, P.A.",100.0
3011,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
3012,"Leydig, Voit & Mayer, LLP","Leydig, Voit & Mayer, Ltd.",100.0
3028,"Myers Bigel Sibley and Sajovec, LLP","Myers Bigel, P.A.",100.0
3036,Goodwin Procter,Goodwin Procter LLP,100.0
3044,Renner Otto Boiselle and Sklar,"Renner, Otto, Boisselle & Sklar, LLP",98.11320754716981
3046,"Cantor Colburn, LLP",CANTOR COLBURN LLP,100.0
3092,Renner Otto Boisselle and Sklar,"Renner, Otto, Boisselle & Sklar, LLP",100.0
3105,Quarles & Brady LLP Quarles & Brady LLP,Quarles & Brady LLP,100.0
3116,"Tarolli, Sundheim, Covell &Tummino L.L.P.","Tarolli, Sundheim, Covell & Tummino LLP",100.0
3118,Womble Bond Dickison (US) LLP,Womble Bond Dickinson (US) LLP,97.87234042553192
3126,Troutman Sanders LLP,Troutman Pepper Hamilton Sanders LLP,100.0
3127,"Volpe and Koenig, P.C. United Plaza",Volpe Koenig,100.0
3130,Fish and Richardson,Fish & Richardson P.C.,100.0
3134,Perkins Coie LLC,Perkins Coie LLP,100.0
3135,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
3148,Fay Kaplan & Marcin LLP,"Fay Kaplun & Marcin, LLP",94.11764705882354
3154,"Warner Norcross + Judd, LLP",Warner Norcross + Judd LLP,100.0
3155,Ladas & Parry LLP,"Ladas & Parry, LLP",100.0
3158,Spencer Fane,Spencer Fane LLP,100.0
3161,Dority and Manning PA,"Dority & Manning, P.A.",100.0
3170,"Seager, Tufte & Wickhem LLP","Seager, Tufte & Wickhem, LLP",100.0
3171,Sterne Kessler,"Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
3172,"Fish & Richardson, P. C.",Fish & Richardson P.C.,100.0
3174,Wolf Greenfield & Sacks,"Wolf, Greenfield & Sacks, P.C.",100.0
3176,Greenblum and Bernstein P.L.C.,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
3177,Wilson Sonsini Goodrich Rosati,Wilson Sonsini Goodrich & Rosati,100.0
3178,"Myers Bigel Sibley & Sajovec, PA","Myers Bigel, P.A.",100.0
3179,Calfee Halter and Griswold LLP,"Calfee, Halter & Griswold LLP",100.0
3180,Dinsmore + Shohl LLP,Dinsmore & Shohl LLP,100.0
3186,Lerner David Littenberg Krumholz & Mentlik LLP,Lerner David LLP,100.0
3197,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
3200,Bookoff McAndrews PLLC,"Bookoff McAndrews, PLLC",100.0
3204,Renner Otto,"Renner, Otto, Boisselle & Sklar, LLP",100.0
3211,Maschoff Brennan Gilmore & Israelsen,Maschoff Brennan,100.0
3212,"Volpe and Koenig, P.C.",Volpe Koenig,100.0
3221,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
3237,"Bozicevic Field & Francis, LLP","Bozicevic, Field & Francis LLP",100.0
3245,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
3248,Kilpatrick Townsend and Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
3268,"Jackson Walker, LLP",Jackson Walker L.L.P.,100.0
3274,"Fitch, Evan, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",96.0
3281,"Marshall, Gerstein & Borun, LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
3293,"Greenblum and Bernstein, PLC","GREENBLUM & BERNSTEIN, P.L.C.",100.0
3295,Robinson & Cole LLP,Robinson + Cole LLP,100.0
3298,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
3333,Lee & Hayes,"Lee & Hayes, P.C.",100.0
3337,Womble Bond Dickinson,Womble Bond Dickinson (US) LLP,100.0
3343,"Greenblum & Bernstein, P.L.C.","GREENBLUM & BERNSTEIN, P.L.C.",100.0
3345,Flynn Thiel Boutell and Tanis PC,"FLYNN THIEL, P.C.",100.0
3346,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
3360,Morgan Lewis & Bockius LLP,"Morgan, Lewis & Bockius LLP",100.0
3362,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
3364,"Calfee, Halter & Griswold LLP 1200 Huntington Center","Calfee, Halter & Griswold LLP",100.0
3368,DLA Piper LLP,DLA Piper LLP (US),100.0
3371,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
3376,Kilyk & Bowersox PLLC,"Kilyk & Bowersox, P.L.L.C.",100.0
3385,"Brooks Kushman, P.C.",Brooks Kushman P.C.,100.0
3390,Husch Blackwell Sanders LLP,Husch Blackwell LLP,100.0
3395,Christensen O'Connor Johnson Kindness,Christensen O'Connor Johnson Kindness PLLC,100.0
3413,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
3418,Wilson Sonsini,Wilson Sonsini Goodrich & Rosati,100.0
3429,"Wilson, Sonsini, Goodrich, & Rosati",Wilson Sonsini Goodrich & Rosati,100.0
3440,Dinsmore & Shohl,Dinsmore & Shohl LLP,100.0
3452,"McAndrews, Held and Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
3458,Morrison and Foerster,Morrison & Foerster LLP,100.0
3459,Warner Norcross + Judd,Warner Norcross + Judd LLP,100.0
3464,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
3465,Robinson & Cole LLP,Robinson + Cole LLP,100.0
3469,Squire Patton Boggs (U.S.) LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
3473,"Schwabe, Williamson & Wyatt","Schwabe, Williamson & Wyatt, P.C.",100.0
3496,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
3498,"Greenblum & Bernstein, P.L.C","GREENBLUM & BERNSTEIN, P.L.C.",100.0
3503,"Brake, Hughes, Bellermann, LLP",Brake Hughes Bellermann LLP,100.0
3510,DLA Piper LLP,DLA Piper LLP (US),100.0
3521,Knobbe Martens Olson and Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
3540,Fish and Richardson,Fish & Richardson P.C.,100.0
3548,"Millen White Zelano and Branigan, PC","Millen, White, Zelano & Branigan P.C.",100.0
3549,"Millen White Zelano and Branigan, PC","Millen, White, Zelano & Branigan P.C.",100.0
3555,"Morse, Barnes-Brown & Pendleton, PC","Morse, Barnes-Brown & Pendleton, P.C.",100.0
3556,Eversheds Sutherland (US) LLp,Eversheds Sutherland (US) LLP,100.0
3559,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
3562,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
3564,Schwabe Williamson & Wyatt PC,"Schwabe, Williamson & Wyatt, P.C.",100.0
3577,"North, Rose, Fulbright",NORTON ROSE FULBRIGHT US LLP,100.0
3584,Mintz Levin Cohn Ferris Glovsky and Popeo PC,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
3601,Barnes & Thornburg,Barnes & Thornburg LLP,100.0
3603,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
3612,Womble Bond Dickinson,Womble Bond Dickinson (US) LLP,100.0
3615,Bryan Cave LLP,Bryan Cave Leighton Paisner LLP,100.0
3638,Nixon Peabody LLC,NIXON PEABODY LLP,100.0
3639,Baker Botts LLP,Baker Botts L.L.P.,100.0
3654,"Carter, DeLuca, Farrell & Schmidt, LLP","Carter, DeLuca & Farrell LLP",100.0
3665,"Kaplan Breyer Schwarz & Ottesen, LLP","Kaplan Breyer Schwarz, LLP",100.0
3667,Ladas & Parry LLP,"Ladas & Parry, LLP",100.0
3673,"Armstrong Teasdale, LLP",Armstrong Teasdale LLP,100.0
3683,"Morgan, Lewis & Bockius, LLP","Morgan, Lewis & Bockius LLP",100.0
3693,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
3695,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
3721,"Wood, Herron & Evans, LLP",Wood Herron & Evans LLP,100.0
3727,Norris McLaughlin & Marcus PA,"Norris McLaughlin, P.A.",100.0
3729,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
3733,"Harness Dickey & Pierce, P.L.C.","Harness, Dickey & Pierce, P.L.C.",100.0
3739,Foley & Lardner,Foley & Lardner LLP,100.0
3740,"Buchanan, Ingersoll Rooney PC",Buchanan Ingersoll & Rooney PC,100.0
3746,"Perkins Coie, LLP",Perkins Coie LLP,100.0
3747,"Shook, Hardy & Bacon, L.L.P.","Shook, Hardy & Bacon L.L.P.",100.0
3748,"Lempia Summerfield Katz, LLC",Lempia Summerfield Katz LLC,100.0
3751,Baker & Hostetler LLP,BakerHostetler,100.0
3759,"Dunlap Codding and Rogers, PC","DUNLAP CODDING, P.C.",100.0
3760,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
3772,Kimberly-Clark Worldwide INC,"KIMBERLY-CLARK WORLDWIDE, INC.",100.0
3788,"Spencer Fane, LLP",Spencer Fane LLP,100.0
3791,Hayes Soloway P.C.,HAYES SOLOWAY P.C.,100.0
3814,"Quarles and Brady, LLP",Quarles & Brady LLP,100.0
3818,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
3825,"Thompson Hine, LLP",Thompson Hine LLP,100.0
3837,"Goodwin Procter, LLP",Goodwin Procter LLP,100.0
3856,"Husch Blackwell, LLP",Husch Blackwell LLP,100.0
3859,"Ballard Spahr Andrews & Ingersoll, LLP",Ballard Spahr LLP,100.0
3865,KILPATRICK TOWNSEND AND STOCKTON,Kilpatrick Townsend & Stockton LLP,100.0
3882,Fish and Richardson,Fish & Richardson P.C.,100.0
3887,"Dority & Manning, PA","Dority & Manning, P.A.",100.0
3890,Lowenstein Sandler PC,Lowenstein Sandler LLP,100.0
3895,"Harness Dickey & Pierce, P.L.C.","Harness, Dickey & Pierce, P.L.C.",100.0
3897,MICHAEL BEST & FRIEDRICH LLP,Michael Best & Friedrich LLP,100.0
3898,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
3904,"Conley Rose, PC","Conley Rose, P.C.",100.0
3920,Tarolli Sundeim Covell Tummino LLP,"Tarolli, Sundheim, Covell & Tummino LLP",98.36065573770492
3923,Dorsey and Whitney LLP,Dorsey & Whitney LLP,100.0
3930,Oliff PLC Oliff PLC,Oliff PLC,100.0
3941,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
3947,"Greenblum & Berstein, P.L.C.","GREENBLUM & BERNSTEIN, P.L.C.",97.77777777777777
3951,"Greenblum & Bernstein, P.L.C.","GREENBLUM & BERNSTEIN, P.L.C.",100.0
3959,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
3960,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
3963,"Dykema Gossett, PLLC",Dykema Gossett PLLC,100.0
3965,"Blank Rome, LLP",Blank Rome LLP,100.0
3968,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
3971,Klarquist Sparkman LLC,"Klarquist Sparkman, LLP",100.0
3975,Shook Hardy & Bacon LLP,"Shook, Hardy & Bacon L.L.P.",100.0
3976,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
3980,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
3984,"Heslin Rothenberg Farley & Mesiti, P.C.",Heslin Rothenberg Farley & Mesiti P.C.,100.0
3997,"Sheridan Ross, PC",Sheridan Ross P.C.,100.0
4010,Andrews Kurth LLP,Hunton Andrews Kurth LLP,100.0
4012,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
4013,Kim and Stewart LLP,Kim & Stewart LLP,100.0
4017,Banner & Witcoff Ltd.,"Banner & Witcoff, Ltd.",100.0
4027,"Morse, Barnes-Brown & Pendleton, PC","Morse, Barnes-Brown & Pendleton, P.C.",100.0
4038,"Knobbe, Martens, Olson & Bear","Knobbe, Martens, Olson & Bear, LLP",100.0
4053,Baker & Hostetler LLP,BakerHostetler,100.0
4054,Eckert Seamans,"Eckert Seamans Cherin & Mellott, LLC",100.0
4061,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
4068,Patterson & Sheridan LLP,"Patterson + Sheridan, LLP",100.0
4085,Schwegman Lundberg & Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
4091,"Lowenstein Sandler, PC",Lowenstein Sandler LLP,100.0
4098,Thomas Horstemeyer,"Thomas | Horstemeyer, LLP",100.0
4099,Perkins Coie,Perkins Coie LLP,100.0
4104,"Volpe and Koenig, P.C.",Volpe Koenig,100.0
4110,"Studebaker & Brackett, PC",Studebaker & Brackett PC,100.0
4120,"Emerson Thomson Bennett, LLC","Emerson, Thomson & Bennett, LLC",100.0
4121,DLA Piper LLP,DLA Piper LLP (US),100.0
4122,"SaliWanchik, Lloyd & Saliwanchik","SALIWANCHIK, LLOYD & EISENSCHENK",100.0
4124,Michael Best,Michael Best & Friedrich LLP,100.0
4134,Fish & Richardson,Fish & Richardson P.C.,100.0
4152,Renner Otto Boisselle & Sklar LLP,"Renner, Otto, Boisselle & Sklar, LLP",100.0
4157,"Cantor Colburn, LLP",CANTOR COLBURN LLP,100.0
4161,Keller Preece,Keller Preece PLLC,100.0
4166,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
4168,"Schwabe, Williamson & Wyatt","Schwabe, Williamson & Wyatt, P.C.",100.0
4180,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
4185,Dunlap Codding and Rogers PC,"DUNLAP CODDING, P.C.",100.0
4192,"Birch Stewart Kolasch & Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
4194,"Leydig Voit and Mayer, Ltd.","Leydig, Voit & Mayer, Ltd.",100.0
4199,Wood Herron and Evans LLP,Wood Herron & Evans LLP,100.0
4202,Fletcher Yoder,"Fletcher Yoder, P.C.",100.0
4203,Baker Botts LLP,Baker Botts L.L.P.,100.0
4207,Shumaker & Sieffert,"Shumaker & Sieffert, P.A.",100.0
4208,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
4214,"SEAGER, TUFTE & WICKHEM,LLC, LLC","Seager, Tufte & Wickhem, LLP",93.02325581395348
4231,Sheridan Ross PC,Sheridan Ross P.C.,100.0
4250,"Goodwin Procter, LLP",Goodwin Procter LLP,100.0
4253,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
4257,"Marshall, Gerstein & Borun, LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
4260,"Greer, Burns & Crain Ltd.","Greer, Burns & Crain, Ltd.",100.0
4262,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
4266,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
4272,Greer Burns & Crain LTD,"Greer, Burns & Crain, Ltd.",100.0
4278,Brooks Kushman,Brooks Kushman P.C.,100.0
4279,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
4286,DLA Piper US LLP,DLA Piper LLP (US),100.0
4291,"Banner & Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
4298,"Schwabe Williamson & Wyatt, P.C.","Schwabe, Williamson & Wyatt, P.C.",100.0
4299,"Faegre Drinker Biddle & Realth, LLP",Faegre Drinker Biddle & Reath LLP,98.18181818181819
4302,Flaster Greenberg PC,Flaster Greenberg P.C.,100.0
4304,Moore & Van Allen PLLC Bank of America Corporate Center,Moore & Van Allen PLLC,100.0
4309,Morrison & Foerster LLC,Morrison & Foerster LLP,100.0
4331,Jenkins Wilson Taylor & Hunt,"Jenkins, Taylor & Hunt, P.A.",100.0
4337,Volpe & Koenig P.C. United Plaza,Volpe Koenig,100.0
4343,"Andrews Kurth., L.L.P.",Hunton Andrews Kurth LLP,100.0
4351,"Wolf, Greenfield & Sacks","Wolf, Greenfield & Sacks, P.C.",100.0
4353,"Jackson Walker, LLP",Jackson Walker L.L.P.,100.0
4355,Christensen Fonder Dardi,"Christensen, Fonder, Dardi & Herbert PLLC",100.0
4363,"Carlson Gaskey and Olds, PC","Carlson, Gaskey & Olds, P.C.",100.0
4367,Miles & Stockbridge P.C.,"Miles & Stockbridge, P.C.",100.0
4387,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
4398,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
4428,BOTOS CHURCHILL IP LAW LLP BOTOS CHURCHILL IP LAW LLP,Botos Churchill IP Law LLP,100.0
4437,Buchanan Ingersoll PC,Buchanan Ingersoll & Rooney PC,100.0
4438,Faegre Drinker Biddle & Reath,Faegre Drinker Biddle & Reath LLP,100.0
4449,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
4453,"McDermott, Will & Emery, LLP",McDermott Will & Emery LLP,100.0
4461,McCarter & English LLP,"McCarter & English, LLP",100.0
4463,"Slater & Matsil, LLP","Slater Matsil, LLP",100.0
4479,Volpe and Koenig,Volpe Koenig,100.0
4503,"Kilpatrick, Townsend & Stockton LLP",Kilpatrick Townsend & Stockton LLP,100.0
4508,"Dority & Manning, P. A.","Dority & Manning, P.A.",100.0
4511,"Collard and Roe, PC","Collard & Roe, P.C.",100.0
4514,Faegre Drinker Biddle & Reath,Faegre Drinker Biddle & Reath LLP,100.0
4521,"Fish & Richardson, P.C. The McPherson Building",Fish & Richardson P.C.,100.0
4538,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
4545,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
4552,Buchanan Ingersoll & Rooney PC Union Trust Building,Buchanan Ingersoll & Rooney PC,100.0
4561,"Carter, DeLuca, & Farrell, LLP","Carter, DeLuca & Farrell LLP",100.0
4570,"Dunlap Codding, P.C.","DUNLAP CODDING, P.C.",100.0
4574,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
4587,"MRG IP LAW, P.A. DBA Mueting Raasch Group",Mueting Raasch Group,100.0
4597,McHale and Slavin PA,"McHale & Slavin, P.A.",100.0
4601,"Procopio Cory Hargreaves & Savitch, LLP","Procopio, Cory, Hargreaves & Savitch LLP",100.0
4628,"Terrile, Cannatti, Chambers & Holland, LLP","Terrile, Cannatti & Chambers, LLP",100.0
4631,Arent Fox LLP,ArentFox Schiff LLP,100.0
4634,Myers Bigel Sibley & Sajovec,"Myers Bigel, P.A.",100.0
4636,Weber Rosselli & Cannon LLP Weber Rosselli & Cannon LLP,Weber Rosselli & Cannon LLP,100.0
4637,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
4640,Faegre Drinker Biddle and Reath LLP,Faegre Drinker Biddle & Reath LLP,100.0
4651,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
4653,Brooks Kushman PC,Brooks Kushman P.C.,100.0
4655,Brooks Kushman PC,Brooks Kushman P.C.,100.0
4662,Norton Rose Fulbright,NORTON ROSE FULBRIGHT US LLP,100.0
4664,"Leydig, Voit and Mayer, Ltd.","Leydig, Voit & Mayer, Ltd.",100.0
4667,Banner & Witcoff,"Banner & Witcoff, Ltd.",100.0
4671,Baker Botts LLP,Baker Botts L.L.P.,100.0
4677,"Lerner, David, Littenberg, Krumholz & Mentlik",Lerner David LLP,100.0
4697,Lowenstein Sandler PC,Lowenstein Sandler LLP,100.0
4713,"McAndrews Held & Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
4723,"Oblon, McClelland, Maier & Neustadt L.L.P.","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
4724,KNOBBE MARTENS OLSON AND BEAR LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
4727,"Heslin Rothenberg Farley Mesiti, PC",Heslin Rothenberg Farley & Mesiti P.C.,100.0
4731,"Pearne & Gordon, LLP",Pearne & Gordon LLP,100.0
4735,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
4736,Hale and Dorr LLP,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
4750,"Meunier Carlin & Curfman, LLC",Meunier Carlin & Curfman LLC,100.0
4753,"Moore and Van Allen, PLLC",Moore & Van Allen PLLC,100.0
4757,"Stoel Rives, LLP",Stoel Rives LLP,100.0
4765,Fish & Richardson,Fish & Richardson P.C.,100.0
4778,Carlson Gaskey and Olds PC,"Carlson, Gaskey & Olds, P.C.",100.0
4780,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
4783,KILPATRICK TOWNSEND & STOCKTON LLP,Kilpatrick Townsend & Stockton LLP,100.0
4793,TROUTMAN PEPPER HAMILTON SANDERS LLP,Troutman Pepper Hamilton Sanders LLP,100.0
4795,Holland & Hart,Holland & Hart LLP,100.0
4797,Husch Blackwell Sanders LLP,Husch Blackwell LLP,100.0
4801,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
4803,Leason Ellis,Leason Ellis LLP,100.0
4805,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
4807,Lerner David Littenberg Krumholz & Mentlik LLP,Lerner David LLP,100.0
4825,"Dorsey and Whitney, LLP",Dorsey & Whitney LLP,100.0
4834,"Sheppard Mullin Richter & Hampton, LLP",Sheppard Mullin Richter & Hampton LLP,100.0
4840,"Mintz Levin Cohn Ferris Glovsky and Popeo, PC","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
4842,"Shumaker, Loop & Kendrick","Shumaker, Loop & Kendrick, LLP",100.0
4849,Baker & Hostetler LLP,BakerHostetler,100.0
4864,"Conley Rose, P. C.","Conley Rose, P.C.",100.0
4873,Alston and Bird,Alston & Bird LLP,100.0
4885,"McAndrews, Held & Malloy Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
4893,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
